Column1,Column2,Category,Value,Month,Date,Name,Surname,Orientation
62,173,A,113,Sep,2019-12-01 04:47:48.910183,Eva,Garcia,Pansexual
59,183,B,439,Apr,2020-09-20 04:47:48.910183,Henry,Davis,Straight
5,112,B,382,Jun,2022-07-23 04:47:48.910183,Eva,Martinez,Gay
18,67,A,121,Aug,2022-03-18 04:47:48.910183,Bob,Williams,Lesbian
36,173,B,411,Aug,2021-08-08 04:47:48.910183,Frank,Jones,Gay
24,190,B,207,Jan,2019-11-06 04:47:48.910183,Eva,Smith,Bisexual
42,108,A,279,Jun,2023-01-23 04:47:48.910183,Grace,Martinez,Gay
27,111,C,386,Jul,2019-10-10 04:47:48.910183,Jack,Smith,Pansexual
38,161,A,323,May,2023-11-18 04:47:48.910183,Ivy,Miller,Gay
10,180,A,444,Oct,2019-11-12 04:47:48.910183,Jack,Miller,Lesbian
26,108,A,380,Feb,2022-05-09 04:47:48.910183,Eva,Martinez,Gay
13,134,B,106,Jan,2022-09-11 04:47:48.910183,Jack,Brown,Pansexual
45,82,B,410,Aug,2021-03-12 04:47:48.910183,Henry,Davis,Lesbian
81,130,C,119,Sep,2020-08-19 04:47:48.910183,Alice,Rodriguez,Lesbian
8,199,C,447,Jun,2019-10-12 04:47:48.910183,Bob,Jones,Lesbian
39,170,C,206,Dec,2022-08-08 04:47:48.910183,Henry,Williams,Straight
54,174,C,486,Mar,2023-10-15 04:47:48.910183,Alice,Brown,Lesbian
99,67,C,126,Aug,2020-08-17 04:47:48.910183,Charlie,Davis,Pansexual
14,134,C,246,Oct,2023-11-07 04:47:48.910183,Henry,Rodriguez,Straight
15,119,A,350,Feb,2022-03-22 04:47:48.910183,Grace,Davis,Pansexual
15,78,B,482,May,2021-04-17 04:47:48.910183,Alice,Williams,Gay
18,156,A,137,Jun,2023-01-13 04:47:48.910183,Ivy,Rodriguez,Pansexual
44,158,A,134,Apr,2020-05-04 04:47:48.910183,Frank,Williams,Gay
90,104,B,182,Sep,2020-10-29 04:47:48.910183,Eva,Smith,Pansexual
95,173,A,130,May,2023-04-30 04:47:48.910183,Jack,Garcia,Bisexual
5,126,A,326,Mar,2020-10-03 04:47:48.910183,Jack,Johnson,Straight
2,187,A,289,Jan,2019-04-14 04:47:48.910183,Eva,Johnson,Pansexual
3,123,C,205,Mar,2023-10-10 04:47:48.910183,Henry,Smith,Bisexual
84,164,A,361,Jan,2020-07-09 04:47:48.910183,Ivy,Jones,Straight
2,108,B,218,Nov,2020-07-28 04:47:48.910183,Henry,Martinez,Bisexual
65,57,A,328,Aug,2022-11-27 04:47:48.910183,Charlie,Martinez,Pansexual
40,56,A,425,Apr,2021-02-11 04:47:48.910183,Henry,Jones,Lesbian
96,171,C,268,Mar,2020-12-25 04:47:48.910183,Bob,Miller,Pansexual
47,94,B,301,Dec,2022-05-09 04:47:48.910183,Charlie,Martinez,Lesbian
51,82,A,425,May,2020-05-19 04:47:48.910183,Bob,Smith,Gay
84,171,C,402,Nov,2020-05-23 04:47:48.910183,David,Garcia,Straight
57,75,B,193,Nov,2022-12-23 04:47:48.910183,Eva,Williams,Straight
12,166,A,445,Apr,2022-07-04 04:47:48.910183,Bob,Jones,Bisexual
13,84,B,139,Jul,2022-07-17 04:47:48.910183,Charlie,Davis,Lesbian
49,152,A,423,Oct,2019-04-17 04:47:48.910183,Alice,Smith,Gay
27,187,C,148,May,2021-03-27 04:47:48.910183,Frank,Davis,Lesbian
68,180,B,218,Oct,2023-04-16 04:47:48.910183,Henry,Davis,Straight
14,142,B,122,Jan,2023-12-01 04:47:48.910183,Charlie,Brown,Pansexual
64,168,B,395,May,2021-08-02 04:47:48.910183,Alice,Williams,Pansexual
90,50,C,412,Aug,2022-11-15 04:47:48.910183,Bob,Rodriguez,Lesbian
66,85,C,418,Mar,2021-03-02 04:47:48.910183,Jack,Johnson,Lesbian
77,95,C,195,Oct,2022-01-31 04:47:48.910183,Jack,Brown,Straight
71,62,C,270,Feb,2019-12-09 04:47:48.910183,David,Rodriguez,Straight
4,104,C,419,May,2020-04-04 04:47:48.910183,Ivy,Rodriguez,Gay
88,68,B,133,May,2023-12-08 04:47:48.910183,Bob,Jones,Bisexual
45,145,A,148,Dec,2023-03-14 04:47:48.910183,Henry,Davis,Pansexual
19,105,C,371,Oct,2020-05-23 04:47:48.910183,Grace,Brown,Pansexual
98,85,C,485,Nov,2023-09-06 04:47:48.910183,Bob,Williams,Lesbian
33,114,C,158,May,2019-03-27 04:47:48.910183,Alice,Smith,Lesbian
52,50,A,499,Mar,2019-10-19 04:47:48.910183,Bob,Williams,Gay
24,69,A,307,May,2023-08-04 04:47:48.910183,Grace,Miller,Lesbian
45,123,A,425,Feb,2021-03-23 04:47:48.910183,Bob,Miller,Gay
73,144,B,115,Oct,2021-02-03 04:47:48.910183,Frank,Brown,Pansexual
11,151,B,432,Nov,2020-09-21 04:47:48.910183,Jack,Miller,Straight
79,120,A,459,Sep,2021-10-07 04:47:48.910183,Eva,Miller,Lesbian
11,98,B,231,Apr,2023-03-21 04:47:48.910183,Charlie,Martinez,Lesbian
30,55,B,323,Mar,2022-08-29 04:47:48.910183,Alice,Martinez,Gay
65,52,C,333,Dec,2021-04-05 04:47:48.910183,David,Rodriguez,Straight
1,174,B,187,Aug,2023-12-19 04:47:48.910183,David,Martinez,Pansexual
15,181,A,102,May,2023-09-12 04:47:48.910183,Frank,Jones,Gay
97,136,B,444,Jun,2021-12-26 04:47:48.910183,Eva,Martinez,Lesbian
88,51,A,330,Feb,2022-05-29 04:47:48.910183,Ivy,Martinez,Pansexual
22,175,A,493,Aug,2023-06-20 04:47:48.910183,Eva,Garcia,Gay
70,158,C,248,Apr,2022-05-20 04:47:48.910183,Henry,Miller,Pansexual
44,79,A,490,Feb,2021-01-09 04:47:48.910183,Jack,Martinez,Straight
14,93,B,110,Dec,2020-05-09 04:47:48.910183,David,Brown,Straight
16,88,C,275,Oct,2020-06-25 04:47:48.910183,Jack,Smith,Gay
99,71,B,150,Nov,2020-01-30 04:47:48.910183,David,Brown,Pansexual
45,183,B,497,Nov,2019-08-26 04:47:48.910183,Bob,Johnson,Straight
3,195,A,427,Feb,2021-10-01 04:47:48.910183,David,Williams,Bisexual
19,109,B,444,Feb,2021-05-07 04:47:48.910183,Jack,Brown,Lesbian
46,114,C,378,Jan,2021-07-13 04:47:48.910183,Henry,Rodriguez,Straight
26,78,A,390,Dec,2021-11-21 04:47:48.910183,Alice,Smith,Bisexual
87,118,C,214,Jul,2022-04-22 04:47:48.910183,Bob,Jones,Gay
14,174,B,247,Sep,2019-12-28 04:47:48.910183,Frank,Williams,Straight
92,107,C,424,Jan,2022-08-01 04:47:48.910183,Bob,Rodriguez,Gay
42,103,C,144,Feb,2019-11-27 04:47:48.910183,Henry,Smith,Lesbian
14,117,A,404,Jun,2020-09-28 04:47:48.910183,Grace,Garcia,Pansexual
28,76,B,166,May,2020-08-28 04:47:48.910183,Frank,Martinez,Straight
77,165,B,358,Feb,2023-01-19 04:47:48.910183,Alice,Jones,Straight
2,101,A,268,Oct,2023-03-01 04:47:48.910183,Henry,Martinez,Straight
54,54,A,243,Oct,2023-12-07 04:47:48.910183,Jack,Miller,Lesbian
61,157,A,215,Aug,2021-12-05 04:47:48.910183,Grace,Brown,Straight
33,140,B,404,May,2020-02-04 04:47:48.910183,Charlie,Williams,Pansexual
48,194,B,457,Apr,2023-07-07 04:47:48.910183,Jack,Brown,Gay
12,121,C,382,May,2021-09-19 04:47:48.910183,Alice,Brown,Bisexual
46,112,A,291,Jan,2019-05-11 04:47:48.910183,Charlie,Rodriguez,Lesbian
73,171,C,369,Jul,2020-04-26 04:47:48.910183,David,Martinez,Lesbian
80,151,A,173,Oct,2023-04-19 04:47:48.910183,Bob,Miller,Bisexual
43,82,B,157,Jul,2020-07-23 04:47:48.910183,Bob,Smith,Straight
48,130,A,424,Jun,2021-10-18 04:47:48.910183,Charlie,Brown,Bisexual
50,175,C,480,Sep,2020-08-28 04:47:48.910183,Alice,Brown,Bisexual
56,146,C,181,Dec,2019-09-08 04:47:48.910183,Bob,Garcia,Gay
43,89,B,232,Oct,2019-04-18 04:47:48.910183,Grace,Johnson,Straight
86,150,C,309,Feb,2020-08-29 04:47:48.910183,Eva,Davis,Pansexual
40,190,B,328,Feb,2020-03-29 04:47:48.910183,Frank,Jones,Bisexual
51,156,C,255,Dec,2020-01-15 04:47:48.910183,Eva,Martinez,Lesbian
92,152,C,267,Dec,2021-03-22 04:47:48.910183,Charlie,Garcia,Lesbian
67,151,A,435,Jun,2020-10-09 04:47:48.910183,Henry,Williams,Bisexual
88,152,C,362,Apr,2022-09-10 04:47:48.910183,Charlie,Miller,Bisexual
46,114,B,244,May,2019-12-31 04:47:48.910183,Bob,Miller,Straight
76,192,B,422,Mar,2020-10-28 04:47:48.910183,Charlie,Brown,Bisexual
7,199,A,417,Nov,2023-05-05 04:47:48.910183,Frank,Brown,Straight
52,153,B,240,Mar,2020-04-26 04:47:48.910183,Jack,Davis,Pansexual
79,173,A,196,Jul,2022-09-08 04:47:48.910183,Charlie,Williams,Pansexual
28,58,B,301,Sep,2019-10-09 04:47:48.910183,Henry,Miller,Gay
81,178,C,164,Nov,2023-08-09 04:47:48.910183,Jack,Jones,Straight
10,127,C,113,Jul,2022-02-22 04:47:48.910183,Jack,Brown,Gay
90,97,A,431,Dec,2022-06-12 04:47:48.910183,Alice,Rodriguez,Straight
9,86,A,218,May,2023-06-14 04:47:48.910183,Eva,Jones,Pansexual
82,152,A,364,Jan,2023-12-12 04:47:48.910183,David,Johnson,Lesbian
57,168,B,128,Jul,2023-10-08 04:47:48.910183,Alice,Johnson,Pansexual
97,181,A,465,Aug,2020-03-28 04:47:48.910183,David,Smith,Straight
81,90,C,442,Dec,2022-07-04 04:47:48.910183,David,Jones,Bisexual
35,84,C,461,Dec,2020-07-04 04:47:48.910183,Henry,Williams,Lesbian
39,89,A,288,Jun,2020-10-11 04:47:48.910183,Bob,Garcia,Pansexual
59,103,C,457,Jun,2020-06-20 04:47:48.910183,Alice,Rodriguez,Straight
73,163,A,241,Feb,2023-10-08 04:47:48.910183,Bob,Johnson,Straight
29,108,A,497,May,2021-06-09 04:47:48.910183,Jack,Jones,Lesbian
3,116,A,286,Oct,2022-01-21 04:47:48.910183,Grace,Brown,Straight
13,126,A,463,Nov,2021-11-01 04:47:48.910183,Bob,Jones,Straight
34,191,B,147,May,2019-08-31 04:47:48.910183,David,Brown,Bisexual
26,119,A,109,Jul,2022-10-14 04:47:48.910183,Grace,Jones,Lesbian
76,66,C,229,Jun,2020-05-26 04:47:48.910183,Henry,Jones,Gay
10,90,C,413,Aug,2021-08-17 04:47:48.910183,Jack,Miller,Straight
61,174,A,414,Jun,2022-09-14 04:47:48.910183,Grace,Rodriguez,Straight
6,76,A,431,Sep,2022-07-22 04:47:48.910183,Grace,Jones,Bisexual
17,181,C,302,Dec,2021-01-19 04:47:48.910183,Grace,Martinez,Straight
67,77,C,229,Jul,2019-05-26 04:47:48.910183,Henry,Rodriguez,Gay
54,178,A,356,Dec,2020-02-11 04:47:48.910183,Bob,Brown,Lesbian
48,106,C,491,Jun,2023-04-25 04:47:48.910183,Alice,Garcia,Gay
89,52,A,242,Nov,2020-10-31 04:47:48.910183,Grace,Martinez,Straight
27,197,C,146,Mar,2023-09-05 04:47:48.910183,Alice,Rodriguez,Lesbian
36,100,A,478,Oct,2020-09-05 04:47:48.910183,Eva,Smith,Straight
50,120,A,457,Nov,2021-07-19 04:47:48.910183,Henry,Williams,Straight
49,190,B,416,Jul,2019-08-14 04:47:48.910183,Jack,Johnson,Bisexual
53,187,C,472,Oct,2021-06-24 04:47:48.910183,Charlie,Martinez,Bisexual
14,184,B,292,Nov,2022-03-17 04:47:48.910183,Ivy,Williams,Gay
53,63,C,116,Apr,2023-02-17 04:47:48.910183,David,Davis,Straight
38,95,C,325,Sep,2019-05-24 04:47:48.910183,Frank,Davis,Pansexual
70,136,A,118,Jun,2019-08-21 04:47:48.910183,Ivy,Garcia,Pansexual
87,53,B,335,Feb,2020-09-16 04:47:48.910183,Ivy,Miller,Lesbian
71,76,B,359,Jul,2021-05-14 04:47:48.910183,Eva,Jones,Bisexual
15,54,C,423,May,2019-12-28 04:47:48.910183,Eva,Rodriguez,Pansexual
80,184,B,206,Feb,2023-01-23 04:47:48.910183,Grace,Davis,Bisexual
87,190,B,315,Mar,2023-05-15 04:47:48.910183,Jack,Martinez,Lesbian
51,95,C,217,Sep,2022-11-23 04:47:48.910183,Grace,Jones,Straight
96,85,B,269,Nov,2022-10-15 04:47:48.910183,Grace,Miller,Gay
69,143,C,199,Nov,2020-06-20 04:47:48.910183,David,Martinez,Pansexual
49,182,B,448,Aug,2019-06-22 04:47:48.910183,David,Rodriguez,Gay
34,199,C,403,Jul,2021-01-11 04:47:48.910183,Charlie,Miller,Gay
52,118,C,454,Oct,2020-03-24 04:47:48.910183,Alice,Johnson,Gay
99,57,B,159,Sep,2022-02-01 04:47:48.910183,David,Williams,Bisexual
94,169,C,354,Jan,2023-05-24 04:47:48.910183,Henry,Smith,Bisexual
76,110,A,447,Jun,2022-04-06 04:47:48.910183,Bob,Garcia,Lesbian
6,69,B,379,Dec,2021-02-11 04:47:48.910183,Alice,Jones,Bisexual
49,135,B,292,Jun,2022-07-29 04:47:48.910183,Henry,Garcia,Pansexual
76,61,A,383,Nov,2024-02-24 04:47:48.910183,Frank,Smith,Straight
63,127,A,426,Nov,2022-03-04 04:47:48.910183,Jack,Brown,Gay
88,122,A,119,Oct,2022-01-12 04:47:48.910183,Alice,Davis,Bisexual
82,193,A,177,Oct,2019-06-14 04:47:48.910183,Charlie,Miller,Straight
58,128,B,125,Apr,2020-05-06 04:47:48.910183,Bob,Davis,Straight
19,192,B,482,Feb,2023-09-28 04:47:48.910183,Grace,Brown,Pansexual
47,122,A,289,Aug,2019-09-12 04:47:48.910183,Eva,Williams,Bisexual
5,81,B,362,Jun,2019-08-22 04:47:48.910183,Jack,Williams,Lesbian
63,171,C,368,Apr,2022-01-19 04:47:48.910183,Henry,Smith,Gay
31,54,B,370,Jul,2019-04-17 04:47:48.910183,Jack,Jones,Bisexual
33,58,C,461,Sep,2021-01-22 04:47:48.910183,Frank,Rodriguez,Gay
89,182,B,104,Jun,2024-03-05 04:47:48.910183,Bob,Martinez,Bisexual
39,118,B,194,Jan,2020-10-06 04:47:48.910183,David,Miller,Lesbian
85,134,B,310,Apr,2020-08-12 04:47:48.910183,Frank,Brown,Straight
54,52,C,265,Nov,2019-05-30 04:47:48.910183,Eva,Martinez,Pansexual
81,106,A,445,Nov,2024-02-14 04:47:48.910183,Grace,Smith,Gay
33,97,B,165,Apr,2023-09-16 04:47:48.910183,Frank,Johnson,Lesbian
97,167,A,273,Jul,2023-03-29 04:47:48.910183,Frank,Williams,Bisexual
6,148,C,248,Mar,2020-07-11 04:47:48.910183,Henry,Johnson,Gay
8,91,A,375,Oct,2023-01-01 04:47:48.910183,Charlie,Davis,Bisexual
6,61,B,190,Oct,2023-06-23 04:47:48.910183,Jack,Rodriguez,Gay
79,52,A,256,Nov,2020-04-01 04:47:48.910183,Frank,Martinez,Gay
61,140,A,473,Jul,2022-05-31 04:47:48.910183,Bob,Williams,Gay
94,115,A,429,Jun,2024-01-11 04:47:48.910183,Alice,Johnson,Bisexual
23,170,B,463,May,2024-01-03 04:47:48.910183,David,Garcia,Pansexual
13,160,A,417,May,2021-09-28 04:47:48.910183,Charlie,Martinez,Lesbian
69,171,A,155,Aug,2023-10-26 04:47:48.910183,Grace,Rodriguez,Bisexual
56,73,C,382,Aug,2019-12-14 04:47:48.910183,Bob,Johnson,Bisexual
9,133,C,389,Jun,2023-07-11 04:47:48.910183,Eva,Rodriguez,Bisexual
30,144,B,223,Jun,2019-04-08 04:47:48.910183,Eva,Williams,Lesbian
31,63,C,443,Jan,2020-09-20 04:47:48.910183,Grace,Smith,Bisexual
54,62,A,317,Dec,2019-04-05 04:47:48.910183,Bob,Rodriguez,Pansexual
77,105,A,255,Aug,2023-06-30 04:47:48.910183,David,Martinez,Straight
61,70,B,238,May,2022-06-15 04:47:48.910183,Charlie,Martinez,Bisexual
3,61,A,394,Sep,2022-01-20 04:47:48.910183,Henry,Rodriguez,Straight
77,96,A,118,Oct,2019-05-23 04:47:48.910183,Henry,Brown,Gay
94,125,B,369,Apr,2022-08-15 04:47:48.910183,Ivy,Johnson,Pansexual
75,99,B,119,May,2021-10-24 04:47:48.910183,Eva,Jones,Pansexual
42,130,B,409,Nov,2019-04-05 04:47:48.910183,Alice,Johnson,Gay
78,85,B,148,Jan,2023-12-26 04:47:48.910183,Henry,Jones,Bisexual
16,143,B,464,Aug,2023-12-09 04:47:48.910183,Alice,Davis,Gay
73,130,B,253,Feb,2023-10-03 04:47:48.910183,Grace,Miller,Straight
76,138,B,138,Aug,2022-09-29 04:47:48.910183,David,Miller,Lesbian
96,189,B,193,Apr,2021-11-18 04:47:48.910183,Jack,Johnson,Bisexual
30,91,B,390,Oct,2021-09-22 04:47:48.910183,Frank,Smith,Pansexual
5,195,C,386,Aug,2021-04-19 04:47:48.910183,Frank,Williams,Straight
64,80,A,188,Jun,2022-12-12 04:47:48.910183,Bob,Davis,Bisexual
44,83,A,219,Jun,2023-11-06 04:47:48.910183,Ivy,Brown,Straight
57,55,A,389,Apr,2022-11-01 04:47:48.910183,Bob,Smith,Bisexual
40,176,A,164,Jun,2020-12-10 04:47:48.910183,Eva,Williams,Pansexual
82,101,A,114,Apr,2021-01-20 04:47:48.910183,David,Williams,Bisexual
70,189,C,445,Jun,2023-09-02 04:47:48.910183,Henry,Smith,Bisexual
73,158,A,334,Jan,2024-02-03 04:47:48.910183,Henry,Jones,Straight
97,87,B,247,Oct,2020-02-05 04:47:48.910183,David,Miller,Straight
34,183,A,159,May,2021-04-30 04:47:48.910183,Grace,Miller,Straight
61,92,B,310,Sep,2021-09-25 04:47:48.910183,Bob,Brown,Lesbian
31,98,A,425,Aug,2022-07-06 04:47:48.910183,Eva,Garcia,Gay
89,119,B,221,Jan,2020-11-01 04:47:48.910183,David,Brown,Gay
11,54,B,194,Aug,2023-09-04 04:47:48.910183,Alice,Williams,Straight
18,167,A,450,Feb,2020-11-29 04:47:48.910183,Frank,Jones,Lesbian
76,159,B,443,Oct,2019-11-08 04:47:48.910183,Ivy,Brown,Bisexual
70,101,B,165,Jan,2021-12-26 04:47:48.910183,Henry,Martinez,Pansexual
81,171,A,444,Feb,2021-06-18 04:47:48.910183,Henry,Johnson,Bisexual
84,176,B,467,Sep,2022-03-26 04:47:48.910183,David,Miller,Bisexual
53,191,B,419,Jul,2023-03-21 04:47:48.910183,Alice,Miller,Gay
74,147,B,138,Mar,2021-11-22 04:47:48.910183,Eva,Brown,Bisexual
54,184,A,121,Jul,2020-07-26 04:47:48.910183,Bob,Garcia,Pansexual
15,83,B,429,Sep,2022-04-26 04:47:48.910183,Frank,Smith,Bisexual
95,84,A,284,Dec,2022-12-17 04:47:48.910183,Bob,Rodriguez,Pansexual
6,103,C,304,Apr,2023-07-07 04:47:48.910183,Alice,Garcia,Bisexual
9,162,B,442,Jan,2019-11-13 04:47:48.910183,Frank,Smith,Bisexual
8,125,C,284,Jun,2022-07-27 04:47:48.910183,Grace,Martinez,Straight
9,156,A,441,Aug,2023-08-02 04:47:48.910183,Frank,Garcia,Lesbian
44,137,C,484,Oct,2019-11-24 04:47:48.910183,Henry,Johnson,Pansexual
35,185,B,385,Dec,2022-10-03 04:47:48.910183,Henry,Smith,Gay
49,186,B,252,Sep,2020-05-23 04:47:48.910183,Grace,Williams,Straight
61,105,B,350,Sep,2023-02-28 04:47:48.910183,David,Davis,Straight
23,178,C,166,Jun,2023-03-16 04:47:48.910183,Jack,Johnson,Gay
96,71,C,457,Dec,2022-12-26 04:47:48.910183,Frank,Martinez,Bisexual
69,136,A,346,Feb,2019-04-27 04:47:48.910183,Grace,Garcia,Pansexual
97,56,A,447,Mar,2022-01-31 04:47:48.910183,Henry,Rodriguez,Pansexual
38,117,A,183,Nov,2020-05-30 04:47:48.910183,David,Miller,Pansexual
7,58,A,120,Nov,2021-02-03 04:47:48.910183,Charlie,Martinez,Bisexual
50,148,B,330,Apr,2023-09-14 04:47:48.910183,Ivy,Brown,Bisexual
21,125,A,429,Mar,2021-01-12 04:47:48.910183,Henry,Rodriguez,Gay
34,134,C,222,Aug,2021-07-17 04:47:48.910183,Ivy,Davis,Pansexual
20,98,C,169,Sep,2023-08-04 04:47:48.910183,Ivy,Martinez,Bisexual
23,113,A,474,May,2023-10-20 04:47:48.910183,Henry,Martinez,Lesbian
75,168,A,497,Feb,2021-06-21 04:47:48.910183,Bob,Smith,Straight
76,64,C,281,Apr,2020-03-23 04:47:48.910183,David,Smith,Lesbian
31,50,A,272,May,2021-03-18 04:47:48.910183,Eva,Garcia,Bisexual
5,192,A,472,Apr,2023-04-07 04:47:48.910183,David,Miller,Lesbian
4,154,C,465,Apr,2022-04-10 04:47:48.910183,Grace,Davis,Bisexual
19,89,B,219,Mar,2023-10-08 04:47:48.910183,Charlie,Miller,Lesbian
1,192,A,164,Jul,2021-08-31 04:47:48.910183,Bob,Davis,Lesbian
7,135,C,393,Oct,2021-12-11 04:47:48.910183,Charlie,Martinez,Straight
26,121,B,249,Nov,2020-09-07 04:47:48.910183,Eva,Miller,Lesbian
42,186,C,284,Nov,2019-07-05 04:47:48.910183,Alice,Brown,Bisexual
88,72,A,491,Mar,2022-11-02 04:47:48.910183,Bob,Brown,Lesbian
25,137,C,459,Aug,2023-08-30 04:47:48.910183,Henry,Garcia,Straight
36,115,C,141,Sep,2022-12-03 04:47:48.910183,Frank,Williams,Lesbian
45,93,A,122,Oct,2023-11-25 04:47:48.910183,Jack,Williams,Gay
21,101,C,361,Feb,2020-07-13 04:47:48.910183,David,Williams,Gay
75,187,B,326,Feb,2021-01-19 04:47:48.910183,Grace,Brown,Lesbian
27,113,A,442,Nov,2020-10-07 04:47:48.910183,Ivy,Brown,Lesbian
37,77,C,271,Aug,2021-03-24 04:47:48.910183,Frank,Smith,Bisexual
45,194,B,137,Oct,2023-04-08 04:47:48.910183,Frank,Martinez,Pansexual
41,72,B,148,Mar,2020-03-14 04:47:48.910183,Frank,Miller,Straight
13,165,A,424,Mar,2019-08-30 04:47:48.910183,Henry,Smith,Gay
11,83,A,401,Apr,2019-03-31 04:47:48.910183,Grace,Jones,Bisexual
27,92,C,176,Mar,2019-07-13 04:47:48.910183,Henry,Williams,Lesbian
61,74,C,169,Jul,2021-02-14 04:47:48.910183,Henry,Martinez,Gay
85,145,B,351,Aug,2020-09-19 04:47:48.910183,Frank,Williams,Straight
5,101,C,237,Dec,2020-06-28 04:47:48.910183,Ivy,Brown,Lesbian
53,88,B,496,Mar,2020-10-26 04:47:48.910183,Bob,Martinez,Bisexual
5,172,B,287,Nov,2020-07-07 04:47:48.910183,Eva,Davis,Bisexual
60,109,A,271,Mar,2021-03-20 04:47:48.910183,Ivy,Martinez,Gay
91,128,C,482,Mar,2021-02-20 04:47:48.910183,David,Smith,Bisexual
51,164,A,259,Nov,2023-04-29 04:47:48.910183,Grace,Rodriguez,Pansexual
80,135,C,285,Jan,2020-11-01 04:47:48.910183,Jack,Rodriguez,Bisexual
4,101,C,456,Apr,2021-07-23 04:47:48.910183,Ivy,Garcia,Straight
90,92,A,237,Dec,2021-09-18 04:47:48.910183,Jack,Jones,Lesbian
75,143,A,345,Jun,2022-06-03 04:47:48.910183,Alice,Miller,Straight
84,153,A,478,Nov,2024-01-15 04:47:48.910183,Jack,Smith,Straight
34,197,A,308,Apr,2021-05-04 04:47:48.910183,Bob,Jones,Lesbian
74,153,B,312,Mar,2022-12-10 04:47:48.910183,Jack,Garcia,Pansexual
79,195,C,326,Dec,2023-11-26 04:47:48.910183,Ivy,Martinez,Gay
88,172,A,459,Sep,2020-07-14 04:47:48.910183,Jack,Johnson,Pansexual
